Identifier,SMILES,Synthesis Procedure,Optical Measurements,Absorption Wavelength (nm),Emission Wavelength (nm),Photoluminescence Quantum Yield,Photoluminescence Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Gain Cross Section (cm^2)
A001B039C038,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-c3ccc(-c4ccc(-c5cccc(-c6ccc(-n7c8ccccc8c8ccccc87)cc6)c5)s4)s3)s2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A021B043C038,Cc1cc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc(-c2ccc(-c3ccc(-c4ccc(-c5cc(C)cc(-c6ccc(N7c8ccccc8Sc8ccccc87)cc6)c5)s4)s3)s2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A029B042C007,COc1ccc2c3ccccc3n(-c3ccc(-c4ccc(C#N)c(-c5ccc6c(c5)[nH]c5cc(-c7cc(-c8ccc(-n9c%10ccccc%10c%10ccc(OC)cc%109)cc8)ccc7C#N)ccc56)c4)cc3)c2c1,Second-Generation Conditions,Full Characterization,328.4432329672103,385.4421431325997,0.3885698097529662,1.9753136894323815,,4.7018305326424136e-17
A032B062C035,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4-c4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4F)c3F)ccc21,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A038B048C075,O=C(O)Cc1ccc(-c2c(F)cccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1-c1c(F)cccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A021B031C116,Cc1cc(-c2csc(C(=O)O)c2-c2cc(C)c(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2C)c(C)cc1-c1ccc(N2c3ccccc3Sc3ccccc32)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A042B043C013,Cc1cc(-c2ccc3c(ccn3C)c2)cc(-c2cnc(-c3cc(C)cc(-c4ccc5c(ccn5C)c4)c3)c3nsnc23)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A004B049C140,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(F)c(-c3cc(-c4cc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)ccc4F)c(C(=O)O)cn3)c2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A038B046C087,Cc1cc(-c2cc(F)cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c2)sc1-c1cc(F)cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,Second-Generation Conditions,Full Characterization,319.03583413638006,393.2195304476535,0.3804879233153983,4.36690584794931,,2.39344743621102e-17
A021B060C009,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2ccccc2-c2ccccc2-c2c3ccccc3c(-c3c4ccccc4c(-c4ccccc4-c4ccccc4-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c4ccccc34)c3ccccc23)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A038B055C088,CCCCCCCCc1cc(-c2cc(C(F)(F)F)ccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)sc1-c1cc(C(F)(F)F)ccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Instrument Failure,,,,,,
A014B062C140,CN(C)c1ccc(-c2cccc(-c3cc(-c4cccc(-c5ccc(N(C)C)cc5)c4F)c(C(=O)O)cn3)c2F)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,497.49101320324456,0.1383101297565951,2.5094970802606555,,1.6124261340004186e-17
A036B049C143,Fc1ccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1-c1ccc(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)ccc2F)c2nsnc12,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A004B032C074,Cc1cc(-c2cccc(-c3ccc(N(C(=O)OC(C)(C)C)c4ccccc4)cc3)c2C)cc(-c2cccc(-c3ccc(N(C(=O)OC(C)(C)C)c4ccccc4)cc3)c2C)c1O,Second-Generation Conditions,Poor Yield,,,,,,
A035B036C111,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc1-c1cc(C(=O)O)c(N)c(-c2cc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)ccc2OC)c1F,Second-Generation Conditions,Full Characterization,301.7612714702151,408.7521304398033,0.1019791302739235,1.5027544792460257,,2.2119934400569868e-17
A029B048C124,COc1ccc2c3ccccc3n(-c3ccc(-c4cccc(F)c4-c4cc(CO)cc(-c5c(F)cccc5-c5ccc(-n6c7ccccc7c7ccc(OC)cc76)cc5)c4)cc3)c2c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A003B048C123,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(F)c3-c3cc(C#N)cc(-c4c(F)cccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c3)cc2)cc1,Second-Generation Conditions,Full Characterization,326.0923817806277,502.0940552359185,0.2665873315833936,5.347485508449996,,1.4128548019389068e-17
A039B034C076,CCn1c2ccccc2c2cc(-c3ccc(-c4ccc(C#N)c(-c5ccc(-c6ccc7c(c6)c6ccccc6n7CC)cc5C)c4)c(C)c3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,486.74024333184616,0.6603023566105188,1.4309596192827962,,1.2842525218429307e-16
A020B060C090,COc1cc(-c2ccccc2-c2ccccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c(F)cc1-c1ccccc1-c1ccccc1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,Second-Generation Conditions,Instrument Failure,,,,,,
A002B058C104,Oc1c(/C=C/c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc(F)cc1/C=C/c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A026B068C148,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4c(-c5[nH]c6nc[nH]c(=O)c6c5-c5sc6ccccc6c5-c5ccc(-n6c7cc(OC)ccc7c7ccc(OC)cc76)cc5)sc5ccccc45)cc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B031C110,Cc1cc(-c2ccc(N(C)C)c3ccccc23)c(C)cc1-c1ccc(C(N)=O)c(-c2cc(C)c(-c3ccc(N(C)C)c4ccccc34)cc2C)n1,Second-Generation Conditions,Full Characterization,315.8976675867171,442.0471196397086,0.0543922010303506,0.8678124308080039,,1.3085564860395633e-17
A034B065C035,C(=C/c1ccccc1-c1ccccc1/C=C/c1ccc2c3ccccc3n(-c3ccc(-c4ccccc4)cc3)c2c1)\c1ccc2c3ccccc3n(-c3ccc(-c4ccccc4)cc3)c2c1,Second-Generation Conditions,Full Characterization,300.1890812457546,395.5513052313373,0.3497039220298172,1.954700830963548,,4.7890797642652914e-17
A020B068C023,Nc1cc(-c2sc3ccccc3c2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)ccc1-c1sc2ccccc2c1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,Second-Generation Conditions,Poor Emission,306.4760666382026,,,,,
A026B038C007,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccccc4-c4ccc5c(c4)[nH]c4cc(-c6ccccc6-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)ccc45)cc3)c2c1,Second-Generation Conditions,Full Characterization,308.0470732067268,470.586947364168,0.2908631517309349,4.048230784055752,,1.5597390697963318e-17
A038B065C067,COc1cccc(/C=C/c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1/C=C/c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Full Characterization,300.1890812457546,439.72864691499257,0.3140506933530088,1.2436111795479583,,5.092581846869739e-17
A041B064C130,CCCCCCN1c2ccc(-c3ccc(-c4ccc(-c5ccc6ncn(C)c6c5)s4)s3)cc2Sc2cc(-c3ccc(-c4ccc(-c5ccc6ncn(C)c6c5)s4)s3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A002B063C015,COc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2ccc(-c3ccc(-c4cc(OC)cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c4)cc3N)c(N)c2)c1,Second-Generation Conditions,Full Characterization,329.22670210500496,428.9003149816336,0.4153524301259101,2.2507983145490877,,4.499451913530189e-17
A001B034C085,CCCCCCCCCCCCc1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2C)sc1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1C,Second-Generation Conditions,Instrument Failure,,,,,,
A014B051C038,CN(C)c1ccc(-c2ccc(F)c(F)c2-c2ccc(-c3ccc(-c4ccc(-c5c(-c6ccc(N(C)C)cc6)ccc(F)c5F)s4)s3)s2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A015B049C094,CN(C)c1ccc(-c2ccc(F)c(-c3ccc(-c4cc(-c5ccc(N(C)C)c6ccccc56)ccc4F)o3)c2)c2ccccc12,Second-Generation Conditions,Poor Emission,330.01009728149535,,,,,
A042B032C090,COc1cc(-c2cccc(-c3ccc4c(ccn4C)c3)c2C)c(F)cc1-c1cccc(-c2ccc3c(ccn3C)c2)c1C,Second-Generation Conditions,Instrument Failure,,,,,,
A026B038C017,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccccc4-c4ccc(-c5cc(C)c(-c6ccc(-c7ccccc7-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)cc6)cc5C)cc4)cc3)c2c1,Second-Generation Conditions,Full Characterization,300.1890812457546,389.3317607893373,0.0959986009581198,1.9663454856863545,,5.4182597249688055e-18
A004B037C126,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2ccc(-c3cnc(C#N)c(-c4ccc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)cc4)c3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B051C002,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(F)c(F)c3-c3ccc(-c4c(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)ccc(F)c4F)cc3)cc2)cc1,Second-Generation Conditions,Full Characterization,324.52477783986825,455.172571993872,0.5141644807402577,4.811244330606198,,2.7067172141286013e-17
A034B055C122,COc1cc(-c2cc(C(F)(F)F)ccc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc(-c2cc(C(F)(F)F)ccc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c1,Second-Generation Conditions,Poor Yield,,,,,,
A002B048C146,Fc1cccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1-c1ccc(-c2ccc(-c3c(F)cccc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A034B049C005,CC1(C)c2cc(-c3cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)ccc3F)ccc2-c2ccc(-c3cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)ccc3F)cc21,Second-Generation Conditions,Full Characterization,300.1890812457546,408.7521304398033,0.4952000676382723,1.1413599919028097,,9.954883773425091e-17
A039B041C101,CCn1c2ccccc2c2cc(-c3cc(-c4sc(-c5ccnc(-c6ccc7c(c6)c6ccccc6n7CC)c5)c(C(=O)O)c4C(=O)O)ccn3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B031C079,Cc1cc(-c2ccc(C)c(-c3cc(C)c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3C)c2)c(C)cc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A038B043C138,Cc1cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc(-c2cc3nc[nH]c3c(-c3cc(C)cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)c3)c2N)c1,Second-Generation Conditions,Full Characterization,304.9047641621412,385.4421431325997,0.1442755980022516,2.2557094804182523,,2.1693644376985798e-17
A001B056C062,Fc1c(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)s2)c(F)c1F,Second-Generation Conditions,Failed Synthesis,,,,,,
A003B046C032,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc(F)cc(-c4cc(C(F)(F)F)c(-c5cc(F)cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)c5)cn4)c3)cc2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A036B067C140,O=C(O)c1cnc(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)no2)cc1-c1cc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)no1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A001B057C153,O=C(O)CCCCCCOc1cc(-c2cscc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2cscc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B033C022,CCOc1c(-c2ccc(N(C)C)cc2)cc(Cl)cc1-c1ccc(-c2cc(Cl)cc(-c3ccc(N(C)C)cc3)c2OCC)c([N+](=O)[O-])c1,Second-Generation Conditions,Full Characterization,300.1890812457546,407.9762025877279,0.1105397054707765,1.5157780141785682,,1.7033829770497372e-17
A038B061C117,Fc1ncc(-c2ccncc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1-c1ccncc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A036B067C098,c1ccc(N(c2ccccc2)c2cccc(-c3cc(-c4ccc(-c5cc(-c6cccc(N(c7ccccc7)c7ccccc7)c6)no5)nc4)on3)c2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,500.5600032634237,0.061248355740134,1.776722790463488,,8.416046484538251e-18
A004B047C117,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2cc(-c3cnc(F)c(-c4cc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)cc(C(F)(F)F)c4)c3)cc(C(F)(F)F)c2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A004B054C026,Cc1cc(-c2ccc(N(C(=O)OC(C)(C)C)c3ccccc3)cc2)cc(-c2sc(-c3cc(-c4ccc(N(C(=O)OC(C)(C)C)c5ccccc5)cc4)cc(C)c3F)c([N+](=O)[O-])c2[N+](=O)[O-])c1F,Second-Generation Conditions,Full Characterization,300.1890812457546,442.8197961137553,0.1009166959291285,1.5204118985321171,,1.3030981689366425e-17
A039B064C099,CCn1c2ccccc2c2cc(-c3ccc(-c4ccc(-c5cc(C(=O)O)c(-c6ccc(-c7ccc(-c8ccc9c(c8)c8ccccc8n9CC)s7)s6)cc5C(=O)O)s4)s3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B058C074,Cc1cc(/C=C/c2ccc(-c3ccc(N(C)C)cc3)cc2)cc(/C=C/c2ccc(-c3ccc(N(C)C)cc3)cc2)c1O,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A001B038C034,c1ccc(-c2ccc3ccc(-c4ccccc4-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3c2)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A008B034C015,Cc1cc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)ccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3C)cc2N)c(N)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,420.3821797410853,0.4587115747415056,2.2568594623817173,,4.3713240227434665e-17
A020B060C109,CC(C)(C)OC(=O)n1nc(-c2ccccc2-c2ccccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)nc1-c1ccccc1-c1ccccc1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A001B048C140,O=C(O)c1cnc(-c2c(F)cccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1c(F)cccc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A003B038C080,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccccc3-c3nnc(-c4ccccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)s3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,486.74024333184616,0.1252025965943453,1.8807619080743945,,1.8698352176037504e-17
A014B041C114,CN(C)c1ccc(-c2cc(-c3cn(C(C)(C)C)nc3-c3ccnc(-c4ccc(N(C)C)cc4)c3)ccn2)cc1,Second-Generation Conditions,Full Characterization,305.69045238888265,474.4359245684383,0.0385798564406825,1.0820953383964187,,8.163454438383259e-18
A036B039C114,CC(C)(C)n1cc(-c2cccc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2)c(-c2cccc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2)n1,Second-Generation Conditions,Poor Yield,,,,,,
A034B059C149,O=C1Nc2c(cc(-c3cc4cc(-c5ccc6c7ccccc7n(-c7ccc(-c8ccccc8)cc7)c6c5)ccc4o3)cc2-c2cc3cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)ccc3o2)C1=O,Second-Generation Conditions,Full Characterization,300.1890812457546,392.4421243526405,0.2573702506117913,2.673223248577863,,1.3415251095923325e-17
A022B049C097,Fc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc1-c1cnc(-c2cc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)ccc2F)cn1,Second-Generation Conditions,Poor Emission,304.11900195744096,,,,,
A034B047C088,CCCCCCCCc1cc(-c2cc(-c3ccc4c5ccccc5n(-c5ccc(-c6ccccc6)cc5)c4c3)cc(C(F)(F)F)c2)sc1-c1cc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc(C(F)(F)F)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A008B064C157,CCOC(=O)c1cc(-c2ccc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)s3)s2)oc1-c1ccc(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)s2)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A026B042C122,COc1cc(-c2cc(-c3ccc(-n4c5cc(OC)ccc5c5ccc(OC)cc54)cc3)ccc2C#N)cc(-c2cc(-c3ccc(-n4c5cc(OC)ccc5c5ccc(OC)cc54)cc3)ccc2C#N)c1,Second-Generation Conditions,Poor Emission,307.26160691063825,,,,,
A042B049C092,Cc1cc(-c2cc(-c3ccc4c(ccn4C)c3)ccc2F)ncc1-c1cc(-c2ccc3c(ccn3C)c2)ccc1F,Second-Generation Conditions,Instrument Failure,,,,,,
A040B037C025,c1ccc(-c2nc3ccccc3n2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-n7c(-c8ccccc8)nc8ccccc87)cc6)cc5)s4)cc3)cc2)cc1,Second-Generation Conditions,Poor Emission,304.9047641621412,,,,,
A042B031C028,Cc1cc(-c2cc(F)c(-c3cc(C)c(-c4ccc5c(ccn5C)c4)cc3C)cc2F)c(C)cc1-c1ccc2c(ccn2C)c1,Second-Generation Conditions,Poor Yield,,,,,,
A023B049C001,COc1ccc2c(c1)N(c1ccc(-c3ccc(F)c(-c4ccc(-c5ccc(-c6cc(-c7ccc(N8c9ccccc9Sc9ccc(OC)cc98)cc7)ccc6F)cc5)cc4)c3)cc1)c1ccccc1S2,Second-Generation Conditions,Full Characterization,300.1890812457546,445.13738224084034,0.1389226012112089,1.937406319596936,,1.7388004391169892e-17
A039B050C094,CCOC(=O)c1cc(-c2ccc3c(c2)c2ccccc2n3CC)cc(-c2ccc(-c3cc(C(=O)OCC)cc(-c4ccc5c(c4)c4ccccc4n5CC)c3)o2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,444.3649274137839,0.1672943481140408,1.9254368323932207,,1.6958409151102526e-17
A035B056C136,COc1c(-c2ccc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)s2)cc(-c2ccc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)s2)c(F)c1F,Second-Generation Conditions,Full Characterization,300.1890812457546,405.6479755870943,0.0544723548582572,0.4475764252408385,,1.667718834666791e-17
A038B060C065,Cc1csc(-c2ccccc2-c2ccccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1-c1ccccc1-c1ccccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Poor Yield,,,,,,
A003B042C040,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C#N)c(-c4cccc(-c5cccc(-c6cc(-c7ccc(N(c8ccc(OC)cc8)c8ccc(OC)cc8)cc7)ccc6C#N)n5)n4)c3)cc2)cc1,Second-Generation Conditions,Full Characterization,354.2586658769259,406.4241251619106,0.0068408339795973,1.0721479208964904,,6.20582288096383e-19
A022B036C147,COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc1-c1cc2nsnc2cc1-c1cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)ccc1OC,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A021B063C082,CCCCc1cc(-c2cc(OC)cc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)c2)sc1-c1cc(OC)cc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c1,Second-Generation Conditions,Full Characterization,317.46689880027446,404.8717521036231,0.0947638435795885,1.2517019607563666,,1.3056326577266353e-17
A020B051C013,Fc1ccc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c(-c2cnc(-c3c(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)ccc(F)c3F)c3nsnc23)c1F,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A036B046C159,COC(=O)c1cc(-c2cc(F)cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2)cnc1-c1cc(F)cc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)c1,Second-Generation Conditions,Poor Yield,,,,,,
A022B050C017,CCOC(=O)c1cc(-c2ccc(-c3cc(C)c(-c4ccc(-c5cc(C(=O)OCC)cc(-c6ccc(N7c8ccccc8Sc8ccc(C(F)(F)F)cc87)cc6)c5)cc4)cc3C)cc2)cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A036B060C018,Fc1cc(-c2ccccc2-c2ccccc2-c2cccc(N(c3ccccc3)c3ccccc3)c2)ccc1-c1ccccc1-c1ccccc1-c1cccc(N(c2ccccc2)c2ccccc2)c1,Second-Generation Conditions,Poor Yield,,,,,,
A036B033C086,CCCCCCc1cc(-c2cc(Cl)cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2OCC)sc1-c1cc(Cl)cc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)c1OCC,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B041C150,COc1cc(-c2ccnc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c2)c2ncccc2c1-c1ccnc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,Second-Generation Conditions,Full Characterization,321.3886823797181,393.99686262541576,0.3811293944322246,1.9053976998703983,,5.613949707152076e-17
A004B062C138,CC(C)(C)OC(=O)N(c1ccccc1)c1ccc(-c2cccc(-c3cc4nc[nH]c4c(-c4cccc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)c4F)c3N)c2F)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A020B056C114,CC(C)(C)n1cc(-c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)s2)c(-c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)s2)n1,Second-Generation Conditions,Full Characterization,321.3886823797181,554.0761076610612,0.0717862514992417,1.2659152956641395,,1.8815809093520627e-17
A004B034C099,Cc1cc(-c2ccc(N(C(=O)OC(C)(C)C)c3ccccc3)cc2)ccc1-c1cc(C(=O)O)c(-c2ccc(-c3ccc(N(C(=O)OC(C)(C)C)c4ccccc4)cc3)cc2C)cc1C(=O)O,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A032B068C133,Cn1nnc(-c2sc3ccccc3c2-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1-c1sc2ccccc2c1-c1ccc2c(ccn2C(=O)OC(C)(C)C)c1,Second-Generation Conditions,Poor Emission,300.97521334830736,,,,,
A026B044C011,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccc(-c5cc6sc(-c7ccc(-c8ccc(-n9c%10cc(OC)ccc%10c%10ccc(OC)cc%109)cc8)nc7)cc6s5)cn4)cc3)c2c1,Second-Generation Conditions,Full Characterization,308.0470732067268,515.1215720337251,0.0188583877672521,0.6187520570249464,,6.373071757068785e-18
A021B055C133,Cn1nnc(-c2cc(C(F)(F)F)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c1-c1cc(C(F)(F)F)ccc1-c1ccc(N2c3ccccc3Sc3ccccc32)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A002B045C072,CSc1cc(F)c(-c2cncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)cc1-c1cncc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,Second-Generation Conditions,Full Characterization,341.75214993765326,462.112697429873,0.0135646516718253,2.216127238165994,,1.5338678759965764e-18
A038B041C089,Cc1cc(-c2ccnc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c2)cnc1-c1ccnc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1,Second-Generation Conditions,Full Characterization,313.5432659867573,395.5513052313373,0.0514236344105493,2.1572028657655498,,2.045852946610688e-18
A039B068C056,CCCCCCCCCCOc1cc(-c2sc3ccccc3c2-c2ccc3c(c2)c2ccccc2n3CC)c(OCCCCCCCCCC)cc1-c1sc2ccccc2c1-c1ccc2c(c1)c1ccccc1n2CC,Second-Generation Conditions,Full Characterization,300.1890812457546,392.4421243526405,0.4616721142054414,1.9285141379239297,,6.724602951778923e-17
A029B043C024,COc1ccc2c3ccccc3n(-c3ccc(-c4cc(C)cc(-c5ccc(-c6cc(C)cc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)c6)c6nccnc56)c4)cc3)c2c1,Second-Generation Conditions,Full Characterization,300.1890812457546,442.0471196397086,0.1858942831760569,1.9229986964300363,,2.025253220719801e-17
