Identifier,SMILES,Synthesis Procedure,Optical Measurements,Absorption Wavelength (nm),Emission Wavelength (nm),Photoluminescence Quantum Yield,Photoluminescence Lifetime (ns),Spectral Gain Factor (cm^2 s),Emission Gain Cross Section (cm^2)
A035B040C151,c1ccc(-c2ccc3c(c2)c2cc(-c4ncccc4-c4cc(-c5cccnc5-c5ccc6c(c5)c5cc(-c7ccccc7)ccc5n6-c5ccccc5)c5nccn5c4)ccc2n3-c2ccccc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,395.5513052313373,0.0794927513841842,2.155530037212676,,8.129452007158914e-18
A008B033C133,CCOc1c(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc(Cl)cc1-c1nnn(C)c1-c1cc(Cl)cc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c1OCC,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A023B062C148,COc1ccc2c(c1)N(c1ccc(-c3cccc(-c4[nH]c5nc[nH]c(=O)c5c4-c4cccc(-c5ccc(N6c7ccccc7Sc7ccc(OC)cc76)cc5)c4F)c3F)cc1)c1ccccc1S2,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A037B038C050,FC(F)(F)c1cc(-c2ccccc2-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccccc2-c2cccc(-n3c4ccccc4c4ccccc43)c2)c1,Second-Generation Conditions,Poor Yield,,,,,,
A002B067C107,Nc1c(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)no2)cccc1-c1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)no1,Second-Generation Conditions,Failed Synthesis,,,,,,
A036B036C084,CCCCCCCCCCc1cc(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)ccc2OC)sc1-c1cc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)ccc1OC,Second-Generation Conditions,Full Characterization,303.33316577424466,477.5137768335029,0.0498752248276454,5.831419242326442,,2.3533940025193213e-18
A036B067C100,c1ccc(N(c2ccccc2)c2cccc(-c3cc(-c4cnc(-c5cc(-c6cccc(N(c7ccccc7)c7ccccc7)c6)no5)s4)on3)c2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A035B039C120,Nc1nc(F)c(-c2cccc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)c2)cc1-c1cccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,387.7761354902135,0.116195284621944,1.3805051589311288,,3.0634046873032565e-17
A035B040C126,N#Cc1ncc(-c2cccnc2-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc1-c1cccnc1-c1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1ccccc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A035B034C026,Cc1cc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)ccc1-c1sc(-c2ccc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)cc2C)c([N+](=O)[O-])c1[N+](=O)[O-],Second-Generation Conditions,Failed Synthesis,,,,,,
A014B055C094,CN(C)c1ccc(-c2ccc(C(F)(F)F)cc2-c2ccc(-c3cc(C(F)(F)F)ccc3-c3ccc(N(C)C)cc3)o2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,455.172571993872,0.1216881520321248,2.1581235801560656,,7.067557423558119e-18
A020B043C142,Cc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc(-c2ccc(-c3cc(C)cc(-c4ccc(N5c6ccccc6Oc6ccccc65)cc4)c3)c3[nH]ccc23)c1,Second-Generation Conditions,Full Characterization,319.8201908517315,527.3632725219177,0.0868479543243504,1.8012464719623025,,1.442225721657672e-17
A021B036C129,COc1ccc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1-c1cc(C)c(-c2cc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)ccc2OC)nn1,Second-Generation Conditions,Poor Yield,,,,,,
A023B035C108,COc1ccc(-c2ccc(N3c4ccccc4Sc4ccc(OC)cc43)cc2)c(-c2cccc(-c3cc(OC)ccc3-c3ccc(N4c5ccccc5Sc5ccc(OC)cc54)cc3)c2C#N)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A041B062C078,Cn1cnc2ccc(-c3cccc(-c4csc(-c5cccc(-c6ccc7ncn(C)c7c6)c5F)n4)c3F)cc21,Second-Generation Conditions,Poor Yield,,,,,,
A014B032C119,COc1c(-c2cccc(-c3ccc(N(C)C)cc3)c2C)cc(N)cc1-c1cccc(-c2ccc(N(C)C)cc2)c1C,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B045C030,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cncc(-c4ccc(-c5cncc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5)c(C(=O)O)c4)c3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,498.2583714840311,0.0092369482609902,2.3376841378394806,,1.1194449949479364e-18
A008B041C106,CC(C)(C)c1cc(-c2ccnc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)c(N)c(-c2ccnc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A040B059C130,CCCCCCN1c2ccc(-c3cc4cc(-c5ccc(-n6c(-c7ccccc7)nc7ccccc76)cc5)ccc4o3)cc2Sc2cc(-c3cc4cc(-c5ccc(-n6c(-c7ccccc7)nc7ccccc76)cc5)ccc4o3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,494.4208416274933,0.3376219880659502,0.8491924395800772,,1.0147703690992825e-16
A038B052C135,Nc1[nH]nc(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)c3ccccc3c2F)c1-c1cc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c2ccccc2c1F,Second-Generation Conditions,Full Characterization,300.1890812457546,417.2824591014386,0.2321145489756753,1.6049224442447323,,1.720563685560578e-17
A018B051C107,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(F)c(F)c3-c3cccc(-c4c(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)ccc(F)c4F)c3N)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B052C086,CCCCCCc1cc(-c2cc(-c3ccc(N(C)C)c4ccccc34)c3ccccc3c2F)sc1-c1cc(-c2ccc(N(C)C)c3ccccc23)c2ccccc2c1F,Second-Generation Conditions,Failed Synthesis,,,,,,
A022B039C133,Cn1nnc(-c2cccc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)c2)c1-c1cccc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)c1,Second-Generation Conditions,Poor Emission,310.4030282422826,,,,,
A004B031C017,Cc1cc(-c2ccc(-c3cc(C)c(-c4ccc(N(C(=O)OC(C)(C)C)c5ccccc5)cc4)cc3C)cc2)c(C)cc1-c1ccc(-c2cc(C)c(-c3ccc(N(C(=O)OC(C)(C)C)c4ccccc4)cc3)cc2C)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A026B052C134,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cc(-c5cc(C(=O)O)oc5-c5cc(-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)c6ccccc6c5F)c(F)c5ccccc45)cc3)c2c1,Second-Generation Conditions,Poor Yield,,,,,,
A001B057C014,Fc1c(F)c(-c2cscc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(F)c(-c2cscc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1F,Second-Generation Conditions,Full Characterization,300.1890812457546,472.8965552730122,0.0960448704310297,0.7155878542784415,,2.849421981312849e-17
A042B036C032,COc1ccc(-c2ccc3c(ccn3C)c2)cc1-c1cc(C(F)(F)F)c(-c2cc(-c3ccc4c(ccn4C)c3)ccc2OC)cn1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A042B048C032,Cn1ccc2cc(-c3cccc(F)c3-c3cc(C(F)(F)F)c(-c4c(F)cccc4-c4ccc5c(ccn5C)c4)cn3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,439.72864691499257,0.2877317501684776,2.5733666096169348,,1.7791277302354604e-17
A015B057C058,CCCCCCc1cc(-c2cscc2-c2ccc(N(C)C)c3ccccc23)c(CCCCCC)cc1-c1cscc1-c1ccc(N(C)C)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A002B059C135,Nc1[nH]nc(-c2cc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3o2)c1-c1cc2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2o1,Second-Generation Conditions,Full Characterization,300.1890812457546,405.6479755870943,0.4784297101534066,1.4639905549616208,,8.131353630742937e-17
A032B057C011,CC(C)(C)OC(=O)n1ccc2cc(-c3cscc3-c3cc4sc(-c5cscc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4s3)ccc21,Second-Generation Conditions,Full Characterization,355.0396945753401,423.4807180055759,0.2331127032654088,0.5256880562666151,,1.16845370344376e-16
A039B051C013,CCn1c2ccccc2c2cc(-c3ccc(F)c(F)c3-c3cnc(-c4c(-c5ccc6c(c5)c5ccccc5n6CC)ccc(F)c4F)c4nsnc34)ccc21,Second-Generation Conditions,Poor Yield,,,,,,
A029B056C041,COc1ccc2c3ccccc3n(-c3ccc(-c4ccc(-c5cccc(-c6ccc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)s6)n5)s4)cc3)c2c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A037B068C138,Nc1c(-c2sc3ccccc3c2-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc2nc[nH]c2c1-c1sc2ccccc2c1-c1cccc(-n2c3ccccc3c3ccccc32)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B057C102,CN(C)c1ccc(-c2cscc2-c2cc(OC(F)(F)F)cc(-c3cscc3-c3ccc(N(C)C)cc3)c2N)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A038B048C043,Fc1cccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c1-c1cc(F)c(-c2c(F)cccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c2nsnc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B060C109,CC(C)(C)OC(=O)n1nc(-c2ccccc2-c2ccccc2-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)nc1-c1ccccc1-c1ccccc1-c1ccc2c3ccccc3n(-c3ccccc3)c2c1,Second-Generation Conditions,Poor Emission,324.52477783986825,,,,,
A015B064C041,CN(C)c1ccc(-c2ccc(-c3ccc(-c4cccc(-c5ccc(-c6ccc(-c7ccc(N(C)C)c8ccccc78)s6)s5)n4)s3)s2)c2ccccc12,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A035B033C081,CCCCCCc1c(-c2cc(Cl)cc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)c2OCC)sc(-c2cc(Cl)cc(-c3ccc4c(c3)c3cc(-c5ccccc5)ccc3n4-c3ccccc3)c2OCC)c1CCCCCC,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B067C097,c1ccc(-c2nc3ccccc3n2-c2ccc(-c3cc(-c4cnc(-c5cc(-c6ccc(-n7c(-c8ccccc8)nc8ccccc87)cc6)no5)cn4)on3)cc2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A003B051C001,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(F)c(F)c3-c3ccc(-c4ccc(-c5c(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)ccc(F)c5F)cc4)cc3)cc2)cc1,Second-Generation Conditions,Full Characterization,341.75214993765326,544.1647528060795,0.1901891232686129,3.258461855912792,,2.0063799482231138e-17
A001B034C137,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)ccc1-c1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2C)c(F)c(F)c1O,Second-Generation Conditions,Poor Yield,,,,,,
A021B051C005,CC1(C)c2cc(-c3c(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)ccc(F)c3F)ccc2-c2ccc(-c3c(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)ccc(F)c3F)cc21,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A014B050C037,CCOC(=O)c1cc(-c2ccc(N(C)C)cc2)cc(-c2ccsc2-c2sccc2-c2cc(C(=O)OCC)cc(-c3ccc(N(C)C)cc3)c2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A015B045C003,Cc1cc(-c2cncc(-c3ccc(N(C)C)c4ccccc34)c2)c(C)cc1-c1cncc(-c2ccc(N(C)C)c3ccccc23)c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A034B043C043,Cc1cc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc(-c2cc(F)c(-c3cc(C)cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)c3)c3nsnc23)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A023B047C124,COc1ccc2c(c1)N(c1ccc(-c3cc(-c4cc(CO)cc(-c5cc(-c6ccc(N7c8ccccc8Sc8ccc(OC)cc87)cc6)cc(C(F)(F)F)c5)c4)cc(C(F)(F)F)c3)cc1)c1ccccc1S2,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A034B036C016,COc1ccc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc1-c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccc6c7ccccc7n(-c7ccc(-c8ccccc8)cc7)c6c5)ccc4OC)cc3)cc2)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,392.4421243526405,0.1292000443192936,1.674924279449643,,6.0119070734581875e-18
A037B045C115,c1cc(-c2cncc(-c3cocc3-c3cncc(-c4cccc(-n5c6ccccc6c6ccccc65)c4)c3)c2)cc(-n2c3ccccc3c3ccccc32)c1,Second-Generation Conditions,Poor Yield,,,,,,
A029B034C135,COc1ccc2c3ccccc3n(-c3ccc(-c4ccc(-c5n[nH]c(N)c5-c5ccc(-c6ccc(-n7c8ccccc8c8ccc(OC)cc87)cc6)cc5C)c(C)c4)cc3)c2c1,Second-Generation Conditions,Poor Yield,,,,,,
A040B060C089,Cc1cc(-c2ccccc2-c2ccccc2-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cnc1-c1ccccc1-c1ccccc1-c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A004B031C039,Cc1cc(-c2cccc(-c3cccc(-c4cccc(-c5cc(C)c(-c6ccc(N(C(=O)OC(C)(C)C)c7ccccc7)cc6)cc5C)n4)n3)n2)c(C)cc1-c1ccc(N(C(=O)OC(C)(C)C)c2ccccc2)cc1,Second-Generation Conditions,Poor Yield,,,,,,
A008B058C081,CCCCCCc1c(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)sc(/C=C/c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc2)c1CCCCCC,Second-Generation Conditions,Failed Synthesis,,,,,,
A014B046C001,CN(C)c1ccc(-c2cc(F)cc(-c3ccc(-c4ccc(-c5cc(F)cc(-c6ccc(N(C)C)cc6)c5)cc4)cc3)c2)cc1,Second-Generation Conditions,Full Characterization,310.4030282422826,547.2157290140968,0.176986889592744,2.315755030454159,,2.4981820615791208e-17
A034B055C034,FC(F)(F)c1ccc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c(-c2ccc3ccc(-c4cc(C(F)(F)F)ccc4-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)cc3c2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,468.2766746835837,0.2553013043141579,3.865824245875154,,1.793320254901059e-17
A014B063C031,COc1cc(-c2ccc(N(C)C)cc2)cc(-c2ccc(-c3cc(OC)cc(-c4ccc(N(C)C)cc4)c3)nn2)c1,Second-Generation Conditions,Poor Yield,,,,,,
A039B062C015,CCn1c2ccccc2c2cc(-c3cccc(-c4ccc(-c5ccc(-c6cccc(-c7ccc8c(c7)c7ccccc7n8CC)c6F)cc5N)c(N)c4)c3F)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,428.9003149816336,0.3885231681370083,2.5569293121395447,,3.436682629731445e-17
A034B063C078,COc1cc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc(-c2csc(-c3cc(OC)cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)c3)n2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,405.6479755870943,0.0373534921675179,0.5107674113382815,,1.3744017599829092e-17
A039B054C099,CCn1c2ccccc2c2cc(-c3cc(C)c(F)c(-c4cc(C(=O)O)c(-c5cc(-c6ccc7c(c6)c6ccccc6n7CC)cc(C)c5F)cc4C(=O)O)c3)ccc21,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B036C100,COc1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cc1-c1cnc(-c2cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)ccc2OC)s1,Second-Generation Conditions,Failed Synthesis,,,,,,
A037B064C104,Oc1c(-c2ccc(-c3ccc(-c4cccc(-n5c6ccccc6c6ccccc65)c4)s3)s2)cc(F)cc1-c1ccc(-c2ccc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)s2)s1,Second-Generation Conditions,Full Characterization,340.1875043416194,412.6306611133371,0.0709112381609102,0.3909160851060299,,4.64637634742712e-17
A023B064C012,COc1ccc2c(c1)N(c1ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(N9c%10ccccc%10Sc%10ccc(OC)cc%109)cc8)s7)s6)c6nsnc56)s4)s3)cc1)c1ccccc1S2,Second-Generation Conditions,Full Characterization,368.3058695197308,472.8965552730122,0.039796141532572,0.6083639594526049,,1.631279646137936e-17
A038B067C114,CC(C)(C)n1cc(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)no2)c(-c2cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)no2)n1,Second-Generation Conditions,Full Characterization,300.1890812457546,385.4421431325997,0.172833578933876,1.8727536028516696,,3.461448174508677e-17
A034B045C144,Fc1c(F)c(-c2cncc(-c3ccc4c5ccccc5n(-c5ccc(-c6ccccc6)cc5)c4c3)c2)c2nsnc2c1-c1cncc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,598.9016662103054,0.2530751106427149,3.400800577519288,,3.579440373428529e-17
A014B068C067,COc1cccc(-c2sc3ccccc3c2-c2ccc(N(C)C)cc2)c1-c1sc2ccccc2c1-c1ccc(N(C)C)cc1,Second-Generation Conditions,Full Characterization,300.1890812457546,538.0592573819839,0.1148214356740264,0.7083080104907526,,4.280244366460111e-17
A039B054C122,CCn1c2ccccc2c2cc(-c3cc(C)c(F)c(-c4cc(OC)cc(-c5cc(-c6ccc7c(c6)c6ccccc6n7CC)cc(C)c5F)c4)c3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,386.2202145070444,0.1043022857547594,1.3684297396895493,,3.1529019111613995e-17
A022B033C139,CCOc1c(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cc(Cl)cc1-c1cc(-c2cc(Cl)cc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)c2OCC)c2[nH]c(=S)oc2c1,Second-Generation Conditions,Poor Emission,300.97521334830736,,,,,
A026B037C081,CCCCCCc1c(-c2ccc(-c3ccc(-n4c5cc(OC)ccc5c5ccc(OC)cc54)cc3)cc2)sc(-c2ccc(-c3ccc(-n4c5cc(OC)ccc5c5ccc(OC)cc54)cc3)cc2)c1CCCCCC,Second-Generation Conditions,Failed Synthesis,,,,,,
A029B058C024,COc1ccc2c3ccccc3n(-c3ccc(-c4ccc(/C=C/c5ccc(/C=C/c6ccc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)cc6)c6nccnc56)cc4)cc3)c2c1,Second-Generation Conditions,Poor Yield,,,,,,
A036B036C032,COc1ccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1-c1cc(C(F)(F)F)c(-c2cc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)ccc2OC)cn1,Second-Generation Conditions,Poor Yield,,,,,,
A002B036C105,COc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1cc(C)cc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2OC)c1OC,Second-Generation Conditions,Full Characterization,346.44431187794265,405.6479755870943,0.5838660739409138,1.3703807227898774,,1.1415540037004292e-16
A038B035C025,COc1ccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)c(-c2ccc(-c3cc(OC)ccc3-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)s2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B050C074,CCOC(=O)c1cc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)cc(-c2cc(C)c(O)c(-c3cc(C(=O)OCC)cc(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c3)c2)c1,Second-Generation Conditions,Full Characterization,300.1890812457546,531.184928073087,0.0234242755502403,1.2741843634592953,,4.205882146866227e-18
A001B036C124,COc1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1-c1cc(CO)cc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2OC)c1,Second-Generation Conditions,Poor Yield,,,,,,
A036B041C161,COC(=O)c1cc(-c2ccnc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2)c(-c2ccnc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)c2)[nH]1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A039B042C010,CCn1c2ccccc2c2cc(-c3ccc(C#N)c(-c4ccc5cc(-c6cc(-c7ccc8c(c7)c7ccccc7n8CC)ccc6C#N)ccc5c4)c3)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,489.813368846955,0.5867592762462257,2.9793564546645155,,4.57253655686308e-17
A018B049C036,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(F)c(-c4cccc(-c5cc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)ccc5F)c4)c3)cc2)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A018B067C116,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc(-c4csc(C(=O)O)c4-c4cc(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)no4)on3)cc2)cc1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A042B046C141,Cn1ccc2cc(-c3cc(F)cc(-c4cc(-c5cc(F)cc(-c6ccc7c(ccn7C)c6)c5)c(N)nn4)c3)ccc21,Second-Generation Conditions,Poor Yield,,,,,,
A042B054C131,CC(=O)Nc1n[nH]c(-c2cc(-c3ccc4c(ccn4C)c3)cc(C)c2F)c1-c1cc(-c2ccc3c(ccn3C)c2)cc(C)c1F,Second-Generation Conditions,Poor Yield,,,,,,
A015B060C085,CCCCCCCCCCCCc1cc(-c2ccccc2-c2ccccc2-c2ccc(N(C)C)c3ccccc23)sc1-c1ccccc1-c1ccccc1-c1ccc(N(C)C)c2ccccc12,Second-Generation Conditions,Failed Synthesis,,,,,,
A026B063C018,COc1cc(-c2ccc(-n3c4cc(OC)ccc4c4ccc(OC)cc43)cc2)cc(-c2ccc(-c3cc(OC)cc(-c4ccc(-n5c6cc(OC)ccc6c6ccc(OC)cc65)cc4)c3)c(F)c2)c1,Second-Generation Conditions,Full Characterization,308.8324655270056,389.3317607893373,0.1800122912459848,5.526974021447871,,5.0189557473475504e-18
A008B047C155,COC(=O)c1cc(-c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)cc(C(F)(F)F)c2)c(C(=O)OC)cc1-c1cc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc(C(F)(F)F)c1,Second-Generation Conditions,Poor Yield,,,,,,
A040B046C009,Fc1cc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)cc(-c2c3ccccc3c(-c3c4ccccc4c(-c4cc(F)cc(-c5ccc(-n6c(-c7ccccc7)nc7ccccc76)cc5)c4)c4ccccc34)c3ccccc23)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A038B038C147,c1ccc(-n2c3ccccc3c3ccc(-c4ccccc4-c4cc5nsnc5cc4-c4ccccc4-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)cc32)cc1,Second-Generation Conditions,Failed Synthesis,,,,,,
A039B033C072,CCOc1c(-c2ccc3c(c2)c2ccccc2n3CC)cc(Cl)cc1-c1cc(-c2cc(Cl)cc(-c3ccc4c(c3)c3ccccc3n4CC)c2OCC)c(SC)cc1F,Second-Generation Conditions,Poor Yield,,,,,,
A039B032C047,CCn1c2ccccc2c2cc(-c3cccc(-c4ccc(OC(F)(F)F)cc4-c4cccc(-c5ccc6c(c5)c5ccccc5n6CC)c4C)c3C)ccc21,Second-Generation Conditions,Full Characterization,300.1890812457546,385.4421431325997,0.0744711793306948,1.4508474554560729,,2.0486321507306858e-17
A026B034C131,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4ccc(-c5[nH]nc(NC(C)=O)c5-c5ccc(-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)cc5C)c(C)c4)cc3)c2c1,Second-Generation Conditions,Full Characterization,342.53436180633884,445.13738224084034,0.0163447680167688,0.4229195293446577,,7.258243026260174e-18
A029B045C096,COc1ccc2c3ccccc3n(-c3ccc(-c4cncc(-c5cc(C(=O)O)c(-c6cncc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)c6)cn5)c4)cc3)c2c1,Second-Generation Conditions,Poor Emission,300.1890812457546,,,,,
A015B054C126,Cc1cc(-c2ccc(N(C)C)c3ccccc23)cc(-c2cnc(C#N)c(-c3cc(-c4ccc(N(C)C)c5ccccc45)cc(C)c3F)c2)c1F,Second-Generation Conditions,Poor Yield,,,,,,
A014B050C141,CCOC(=O)c1cc(-c2ccc(N(C)C)cc2)cc(-c2cc(-c3cc(C(=O)OCC)cc(-c4ccc(N(C)C)cc4)c3)c(N)nn2)c1,Second-Generation Conditions,Failed Synthesis,,,,,,
A040B063C160,COC(=O)c1cc(-c2cc(OC)cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)c2)c(F)c(-c2cc(OC)cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)c2)c1N,Second-Generation Conditions,Full Characterization,300.1890812457546,411.07947055914326,0.0847484028143805,2.375127795595218,,5.8706276319020815e-18
